ID,Name,Description,Era,Predecessor_ID,Status,Syntropy_Score,Catalytic_Potential,Structural_Pattern,Invention_Reason,Social_Context,Drawbacks,Side_Effects,Impact_Map,Properties,External_Data_Link,Chemical_Formula,Req_Resource,Req_Process
MAT-STL_1010_HR_TAT_001,AISI 1010 - Hot Rolled (Tata),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.87,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '177 MPa', 'Tensile': '265 MPa', 'Hardness': 'HB 55', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_TAT_002,AISI 1010 - Hot Rolled (Tata),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.89,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '178 MPa', 'Tensile': '267 MPa', 'Hardness': 'HB 55', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_THY_001,AISI 1010 - Hot Rolled (Thyssen),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.92,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '181 MPa', 'Tensile': '271 MPa', 'Hardness': 'HB 56', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_THY_002,AISI 1010 - Hot Rolled (Thyssen),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.91,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '180 MPa', 'Tensile': '270 MPa', 'Hardness': 'HB 56', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_NUC_001,AISI 1010 - Hot Rolled (Nucor),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.91,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '180 MPa', 'Tensile': '270 MPa', 'Hardness': 'HB 56', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_NUC_002,AISI 1010 - Hot Rolled (Nucor),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.92,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '181 MPa', 'Tensile': '271 MPa', 'Hardness': 'HB 56', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_SEV_001,AISI 1010 - Hot Rolled (Severstal),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.93,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '182 MPa', 'Tensile': '273 MPa', 'Hardness': 'HB 56', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_SEV_002,AISI 1010 - Hot Rolled (Severstal),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.92,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '181 MPa', 'Tensile': '271 MPa', 'Hardness': 'HB 56', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_JFE_001,AISI 1010 - Hot Rolled (JFE),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.89,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '178 MPa', 'Tensile': '267 MPa', 'Hardness': 'HB 55', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_HR_JFE_002,AISI 1010 - Hot Rolled (JFE),Carbon steel 0.1% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.9,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '179 MPa', 'Tensile': '268 MPa', 'Hardness': 'HB 55', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_US__001,AISI 1010 - Cold Drawn (US_Steel),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.68,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '218 MPa', 'Tensile': '327 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_US__002,AISI 1010 - Cold Drawn (US_Steel),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.67,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '217 MPa', 'Tensile': '325 MPa', 'Hardness': 'HB 67', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_ARC_001,AISI 1010 - Cold Drawn (ArcelorMittal),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.66,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '215 MPa', 'Tensile': '322 MPa', 'Hardness': 'HB 67', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_ARC_002,AISI 1010 - Cold Drawn (ArcelorMittal),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.64,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '213 MPa', 'Tensile': '319 MPa', 'Hardness': 'HB 66', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_NIP_001,AISI 1010 - Cold Drawn (Nippon),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.63,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '212 MPa', 'Tensile': '318 MPa', 'Hardness': 'HB 66', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_NIP_002,AISI 1010 - Cold Drawn (Nippon),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.67,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '216 MPa', 'Tensile': '324 MPa', 'Hardness': 'HB 67', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_BAO_001,AISI 1010 - Cold Drawn (Baowu),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.67,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '217 MPa', 'Tensile': '325 MPa', 'Hardness': 'HB 67', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_BAO_002,AISI 1010 - Cold Drawn (Baowu),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.66,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '215 MPa', 'Tensile': '322 MPa', 'Hardness': 'HB 67', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_POS_001,AISI 1010 - Cold Drawn (POSCO),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.7,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '220 MPa', 'Tensile': '330 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_POS_002,AISI 1010 - Cold Drawn (POSCO),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.66,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '215 MPa', 'Tensile': '322 MPa', 'Hardness': 'HB 67', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_TAT_001,AISI 1010 - Cold Drawn (Tata),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.69,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '219 MPa', 'Tensile': '328 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_TAT_002,AISI 1010 - Cold Drawn (Tata),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.7,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '220 MPa', 'Tensile': '330 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_THY_001,AISI 1010 - Cold Drawn (Thyssen),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.68,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '218 MPa', 'Tensile': '327 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_THY_002,AISI 1010 - Cold Drawn (Thyssen),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.68,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '218 MPa', 'Tensile': '327 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_NUC_001,AISI 1010 - Cold Drawn (Nucor),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.69,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '219 MPa', 'Tensile': '328 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_NUC_002,AISI 1010 - Cold Drawn (Nucor),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.64,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '213 MPa', 'Tensile': '319 MPa', 'Hardness': 'HB 66', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_SEV_001,AISI 1010 - Cold Drawn (Severstal),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.69,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '219 MPa', 'Tensile': '328 MPa', 'Hardness': 'HB 68', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_SEV_002,AISI 1010 - Cold Drawn (Severstal),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.65,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '214 MPa', 'Tensile': '321 MPa', 'Hardness': 'HB 66', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_JFE_001,AISI 1010 - Cold Drawn (JFE),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.63,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '212 MPa', 'Tensile': '318 MPa', 'Hardness': 'HB 66', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_CD_JFE_002,AISI 1010 - Cold Drawn (JFE),Carbon steel 0.1% C. Cold Drawn.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.64,10.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '213 MPa', 'Tensile': '319 MPa', 'Hardness': 'HB 66', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1010_ANN_US__001,AISI 1010 - Annealed (US_Steel),Carbon steel 0.1% C. Annealed.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,1.22,5.0,MICROSTRUCTURE_SPHEROIDITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '141 MPa', 'Tensile': '211 MPa', 'Hardness': 'HB 44', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.1%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
