ID,Name,Description,Level,Parent_Group,Req_Science,Req_Design,Req_Resource,Req_Material,Req_Infrastructure,Req_Process,Req_Artifact,Req_Society
ELEC-23,THERMOCOUPLE,Need to measure heat inside engines/furnaces electronically | Seebeck Effect,SPECIFIC,NULL,SCI-11,,,MAT-05,ENV-10,,,
ELEC-24,STRAIN_GAUGE,Need to measure stress/weight on structures electronically | Piezoresistivity,SPECIFIC,NULL,,,,MAT-01,ENV-10,,ELEC-01,
ELEC-26,GEIGER_COUNTER,Detecting invisible deadly particles | Ionization of Gas,SPECIFIC,NULL,SCI-19,,,,ENV-10,,ELEC-11,
ELEC-28,QUARTZ_CLOCK,Crystal vibrates at precise frequency when charged | Piezoelectricity/Resonance,SPECIFIC,NULL,,,,MAT-03,ENV-10,,ELEC-25,
IND-51,HYDRAULICS,Fluid under pressure transmits force and motion | Pascal's Law,SPECIFIC,NULL,SCI-07,,,,ENV-08;IND-59,,,
IND-59,O_RING_GASKET,Rubber loop seals gap between metal parts under pressure | Self-Energized Sealing,SPECIFIC,NULL,SCI-07,,,,ENV-12;IND-17,,,
IND-62,V_BELT_DRIVE,Wedge-shaped belt transmits power without slipping | Friction/Wedge Effect,SPECIFIC,NULL,,,,,ENV-12;IND-17;S-06,,,
IND-63,AIR_BRAKE,Compressed air pipe controls brakes on all cars simultaneously | Pneumatics/Fail-Safe,SPECIFIC,NULL,SCI-07,,,,ENV-08;IND-59,,,
AV-05,FLIGHT_CONTROLS,Ailerons/Rudders deflect air to control Roll/Pitch/Yaw | Aerodynamic Torque,SPECIFIC,NULL,,,,,ENV-11;IND-51,,AV-01,
AV-07,CABIN_PRESSURIZATION,Engine bleed air keeps cabin at sea level pressure | Gas Laws/Sealing,SPECIFIC,NULL,SCI-07,,,,ENV-11,,AV-04,
URB-01,AIR_CONDITIONING,Cooling and dehumidifying air for indoor climate control | Thermodynamics/Phase Change,SPECIFIC,NULL,,,,,ENV-11;IND-25,,ELEC-08,
URB-03,FIRE_SPRINKLER,Heat bursts bulb to release water automatically | Thermal Expansion/Hydraulics,SPECIFIC,NULL,,,,MAT-05,ENV-SITE-B;IND-04,,,
AGRI-02,DRIP_IRRIGATION,Plastic tubes deliver water directly to roots | Fluid Dynamics/Efficiency,SPECIFIC,NULL,,,,MAT-08,ENV-12;IND-04,,,
GEO-02,RARE_EARTH_MINING,Extraction of Lanthanides/Lithium for high-tech | Chemical Separation,SPECIFIC,NULL,SCI-13,,,,ENV-12;IND-18,,,
WAR-07,MANHATTAN_PROJECT,Industrial effort to build atomic bomb | Total War/Secrecy,SPECIFIC,NULL,SCI-19,,,,ENV-SITE-B,,WAR-02,
PRIM-04,BOW_AND_ARROW,Bent wood stores energy | Elastic Energy,SPECIFIC,NULL,,,,PRIM-03;PRIM-01,ENV-02,,,
PRIM-05,BASKET,Interwoven fibers hold shape | Weaving,SPECIFIC,NULL,,,,PRIM-03,,,,
PRIM-12,DUGOUT_CANOE,Wood floats; Fire hollows tree | Buoyancy,SPECIFIC,NULL,,,,,ENV-01;S-01,,,
PRIM-21,WRITING_SHELL,Scratches on bone store meaning | Semiotic Encoding,SPECIFIC,NULL,,,,PRIM-01,ENV-SCI-01,,,
PRIM-30,ALPHABET,Symbols represent sounds not objects | Phonetics,SPECIFIC,NULL,,,,PRIM-21,ENV-SCI-02,,,
PRIM-44,COIN,Stamped metal weight guarantees value | Standardization,SPECIFIC,NULL,,,,,ENV-04,,,SOC-07
PRIM-45,MAP,World on paper helps navigation | Spatial Abstraction,SPECIFIC,NULL,,,,PRIM-22,ENV-SCI-02,,,
IND-03,COAL_MINING,Wood is scarce; Black rock burns hotter | Energy Density,SPECIFIC,NULL,,,,PRIM-52,ENV-SITE-A,,,INST-04
ELEC-05,MORSE_CODE,Dots and dashes represent alphabet | Binary Logic,SPECIFIC,NULL,,,,PRIM-30,,,ELEC-04,
WAR-02,TOTAL_WAR,Mobilization of entire economy for war | Industrial Warfare,SPECIFIC,NULL,,,,,IND-11;IND-45,,,SOC-09
WAR-03,COLD_WAR,Competition without direct conflict | Deterrence,SPECIFIC,NULL,SCI-19,,,,,,WAR-02,SOC-09
WAR-04,CYBER_WARFARE,Attacks on infrastructure via code | Asymmetric Warfare,SPECIFIC,NULL,,,,,,,DIG-19;DIG-25,SOC-09
